id,class,type,location,reference,latitude,longitude
1115158,Outdoor Furniture,Drinking Fountain,J J Holland Park,"46m NW of 135 Ormond Street, Kensington, 3031",-37.798924491881245, 144.92595592847908
1115163,Outdoor Furniture,Drinking Fountain,J J Holland Park,"61m SE of Unit 4, 130 Kensington Road, Kensington, 3031",-37.7981300933256, 144.9217175971122
1115164,Outdoor Furniture,Drinking Fountain,Ievers Reserve,"9m NW of Ievers Reserve, 42 Flemington Road, Parkville, 3052",-37.79686727949099, 144.952046464975
1115180,Outdoor Furniture,Drinking Fountain,Ievers Reserve,"54m NW of 35 Park Drive, Parkville, 3052",-37.79634473440512, 144.95295625926101
1115190,Outdoor Furniture,Drinking Fountain,Canning & Neill Street Reserve,"23m East of Michael Bula Solicitors/Corporate Language Communications/Consulate Of Senegal/Melbourne French Theatre Inc., 213 Canning Street, Carlton, 3053",-37.79332999851195, 144.97374160438724
1115200,Outdoor Furniture,Drinking Fountain,Fawkner Park,"47m West of City of Melbourne, Northern Pavilion, Fawkner Park, Toorak Road, South Yarra, 3141",-37.839918521598555, 144.9812959600913
1115204,Outdoor Furniture,Drinking Fountain,Carlton Gardens South,Carlton Gardens South,-37.80696316737549, 144.97097533310074
1115208,Outdoor Furniture,Drinking Fountain,Kings Domain South,"19m West of City of Melbourne, Edmund Herring Pavilion, Kings Domain South, Dallas Brooks Drive, Melbourne, 3004",-37.83210001827241, 144.975544260503
1115214,Outdoor Furniture,Drinking Fountain,Batman Park,"79m South of 62 Rebecca Walk, Melbourne, 3000",-37.82220232720067, 144.956603131736
1115218,Outdoor Furniture,Drinking Fountain,Powlett Reserve,"49m South of 128 Albert Street, East Melbourne, 3002",-37.81108547106561, 144.986823716213
1115230,Outdoor Furniture,Drinking Fountain,Alexandra Gardens,Alexandra Gardens,-37.82072500491043, 144.97068041637496
1115245,Outdoor Furniture,Drinking Fountain,Miles & Dodds Street Reserve,Miles & Dodds Street Reserve,-37.828673986591355, 144.9672264971803
1115248,Outdoor Furniture,Drinking Fountain,Fawkner Park,"46m North of 94 Pasley Street, South Yarra, 3141",-37.84105383065132, 144.98474159117376
1115250,Outdoor Furniture,Drinking Fountain,Fawkner Park,"25m North of Serco Australia Pty Limited, The Lodge, Fawkner Park, 1A Slater Street, South Yarra, 3141",-37.8386331437282, 144.97805941362765
1115255,Outdoor Furniture,Drinking Fountain,Carlton Gardens South,"69m North of Burton Reserve, 1A Victoria Parade, Carlton, 3053",-37.80719483579952, 144.97264821832775
1115259,Outdoor Furniture,Drinking Fountain,Alexandra Gardens,"9m NE of Riverside Skate Park, Residence Alexandra Gardens, Alexandra Avenue, Melbourne, 3004",-37.82087796877212, 144.97293196853022
1115260,Outdoor Furniture,Drinking Fountain,Flagstaff Gardens,"16m North of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.809792956338455, 144.95510199726527
1115273,Outdoor Furniture,Drinking Fountain,Alexandra Park,Alexandra Park,-37.819571118805214, 144.97182464875007
1115275,Outdoor Furniture,Drinking Fountain,Argyle Square,"39m South of 10 Argyle Place North, Carlton, 3053",-37.80225790808832, 144.96613628041044
1115276,Outdoor Furniture,Drinking Fountain,Argyle Square,"70m East of University Meat, Ground & Level 1, 88 Pelham Street, Carlton, 3053",-37.80262121799853, 144.96563804631617
1115279,Outdoor Furniture,Drinking Fountain,Gardiner Reserve,"51m SE of 36-58 Macaulay Road, North Melbourne, 3051",-37.7989933421049, 144.94335952463908
1118699,Outdoor Furniture,Picnic Setting,Princes Park,Princes Park,-37.785189234976876, 144.9622323086609
1118700,Outdoor Furniture,Picnic Setting,Bayswater Road Park,"33m NE of Unit 2, 57 Bayswater Road, Kensington, 3031",-37.79385027610928, 144.92388053542476
1118701,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78685834881582, 144.95276147717357
1118702,Outdoor Furniture,Picnic Setting,Princes Park,Princes Park,-37.78521213381399, 144.96231616098524
1118703,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78705608831486, 144.95303229389955
1118704,Outdoor Furniture,Picnic Setting,Bayswater Road Park,"16m NE of Unit 2, 57 Bayswater Road, Kensington, 3031",-37.793893281752496, 144.92368741034468
1118705,Outdoor Furniture,Picnic Setting,J J Holland Park,"42m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79768695756987, 144.92602506898973
1118706,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78680778557567, 144.95280772585832
1118707,Outdoor Furniture,Picnic Setting,Princes Park,Princes Park,-37.78504094245493, 144.96237014389507
1118711,Outdoor Furniture,Picnic Setting,Royal Park,"86m NW of City of Melbourne, Ross Straw Field Pavilion, Royal Park, Oak Street, Parkville, 3052",-37.782907740490316, 144.9437639623475
1118713,Outdoor Furniture,Picnic Setting,Princes Park,Princes Park,-37.785035931810725, 144.9622940895331
1118714,Outdoor Furniture,Picnic Setting,Royal Park,"79m NE of Winterville, 323 Flemington Road, North Melbourne, 3051",-37.79110282733468, 144.94502179165377
1118716,Outdoor Furniture,Picnic Setting,J J Holland Park,"51m South of Altona Street Reserve, 74 Altona Street, Kensington, 3031",-37.79776015606662, 144.9260570922444
1118719,Outdoor Furniture,Picnic Setting,Royal Park,"74m NE of Winterville, 323 Flemington Road, North Melbourne, 3051",-37.79102489535352, 144.94489381255877
1118720,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.789956194361864, 144.945116130633
1118721,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.78997872161067, 144.9449507350576
1118723,Outdoor Furniture,Picnic Setting,Fawkner Park,"13m NE of CitiPower Pty Ltd, Substation 28, 30 Commercial Road, South Yarra, 3141",-37.844868916328586, 144.98074265111768
1118724,Outdoor Furniture,Picnic Setting,Birrarung Marr,Birrarung Marr,-37.819840750229034, 144.9748298051309
1118726,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.845020440334444, 144.98245292564224
1118727,Outdoor Furniture,Picnic Setting,Sturt Street Reserve,Sturt Street Reserve,-37.82962255172666, 144.96504535006684
1118728,Outdoor Furniture,Picnic Setting,Kings Domain South,"35m North of Botanical Hotel, 169 Domain Road, South Yarra, 3141",-37.83383409713718, 144.9818607688869
1118729,Outdoor Furniture,Picnic Setting,Sturt Street Reserve,Sturt Street Reserve,-37.829842941662434, 144.96510576172645
1118731,Outdoor Furniture,Picnic Setting,Powlett Reserve,"43m East of CitiPower Pty Ltd, Substation 7, 74 Grey Street, East Melbourne, 3002",-37.81169706774819, 144.98678483949436
1118732,Outdoor Furniture,Picnic Setting,Birrarung Marr,Birrarung Marr,-37.82012174174844, 144.97512874171036
1118733,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.84220219635583, 144.9817799483154
1118734,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.83928609587282, 144.98068753739068
1118735,Outdoor Furniture,Picnic Setting,Fawkner Park,"82m North of City of Melbourne, Southern Pavilion, Fawkner Park, Commercial Road, South Yarra, 3141",-37.84245665592145, 144.98193051412738
1118736,Outdoor Furniture,Picnic Setting,Fawkner Park,Fawkner Park,-37.83907644675196, 144.98070120950442
1118738,Outdoor Furniture,Picnic Setting,Kings Domain South,"25m North of Matilda 159, Restaurant, Ground, 159 Domain Road, South Yarra, 3141",-37.83389663178789, 144.9814293341254
1118740,Outdoor Furniture,Picnic Setting,Birrarung Marr,Birrarung Marr,-37.82007106890082, 144.97508002726582
1118741,Outdoor Furniture,Picnic Setting,Kings Domain South,"34m North of Botanical Hotel, 169 Domain Road, South Yarra, 3141",-37.83384208100603, 144.98181657838313
1118742,Outdoor Furniture,Picnic Setting,Fawkner Park,"99m NW of Amrep As Pty Ltd, Auditorium - Baker Research Institute, Amrep Building, Alfred Hospital, 75 Commercial Road, Melbourne, 3004",-37.84501707088588, 144.98260336626157
1118747,Outdoor Furniture,Picnic Setting,Flagstaff Gardens,"37m West of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.81001271547613, 144.95471586843175
1118749,Outdoor Furniture,Picnic Setting,Womens Peace Garden,"45m NE of 23 Rogan Lane, Kensington, 3031",-37.79151565290129, 144.92369912583445
1118761,Outdoor Furniture,Picnic Setting,Lincoln Square,Lincoln Square,-37.801993363751286, 144.96307812287156
1118762,Outdoor Furniture,Picnic Setting,Royal Park,Royal Park,-37.77955363076816, 144.95639198893184
1118764,Outdoor Furniture,Picnic Setting,Lincoln Square,"51m North of Bar Holiday, 19-21 Lincoln Square South, Carlton, 3053",-37.802830712772845, 144.96290996517132
1118775,Outdoor Furniture,Picnic Setting,Batman Park,"50m South of 26 Rebecca Walk, Melbourne, 3000",-37.821764024016154, 144.95732662251393
1118776,Outdoor Furniture,Picnic Setting,Batman Park,"52m SE of 32 Rebecca Walk, Melbourne, 3000",-37.82181009136651, 144.95723412656213
1118777,Outdoor Furniture,Picnic Setting,Miles & Dodds Street Reserve,Miles & Dodds Street Reserve,-37.828656937252504, 144.96741341045328
1118778,Outdoor Furniture,Picnic Setting,Miles & Dodds Street Reserve,Miles & Dodds Street Reserve,-37.828736969451874, 144.96735645077715
1118780,Outdoor Furniture,Picnic Setting,Miles & Dodds Street Reserve,Miles & Dodds Street Reserve,-37.82870592957271, 144.96747944087215
1075237,Outdoor Furniture,Drinking Fountain,Errol Street,"Victoria Street and Queensberry Street approximately 3m NW of Australian Postal Corporation, Ground, 72-82 Errol Street, North Melbourne, 3051",-37.80333644461803, 144.94973046402842
1075239,Outdoor Furniture,Drinking Fountain,Elizabeth Street,"Therry Street and Victoria Street approximately 13m West of 512A-512B Elizabeth Street, Melbourne, 3000",-37.80663190787703, 144.95991334440367
1075240,Outdoor Furniture,Drinking Fountain,Yarra Park,"74m SW of Metro Trains Melbourne Pty Ltd, Jolimont Station, 175 Wellington Parade, East Melbourne, 3002",-37.816927072109706, 144.9837045105586
1075241,Outdoor Furniture,Drinking Fountain,Victoria Parade,"Nicholson Street and Gisborne Street approximately 14m East of Wilson Parking Australia 1992 Pty Ltd, Carpark, 68-90 Victoria Parade, East Melbourne, 3002",-37.80831892386757, 144.97445245211898
1075244,Outdoor Furniture,Drinking Fountain,Rathdowne Street,"Pitt Street and Kay Street approximately 4m NW of Sushi Ten, 178 Rathdowne Street, Carlton, 3053",-37.79515817674436, 144.9710380792056
1075247,Outdoor Furniture,Drinking Fountain,Northbank,"66m East of City of Melbourne, Les Erdi Plaza, Northbank, Flinders Walk, Melbourne, 3000",-37.81933413777128, 144.96443696866604
1075248,Outdoor Furniture,Drinking Fountain,Northbank,"49m East of City of Melbourne, Les Erdi Plaza, Northbank, Flinders Walk, Melbourne, 3000",-37.819376190936254, 144.96425791163875
1075257,Outdoor Furniture,Drinking Fountain,Swanston Street,"Little Bourke Street and Lonsdale Street approximately 8m East of Tina's Noodle Kitchen, 237 Swanston Street, Melbourne, 3000",-37.812430045460935, 144.96501543858767
1075267,Outdoor Furniture,Drinking Fountain,Lygon Street,"Argyle Place South and Pelham Street approximately 21m NE of Parco Canteen, 2 Argyle Place South, Carlton, 3053",-37.803371100927336, 144.96636401763817
1075268,Outdoor Furniture,Drinking Fountain,Victoria Parade,"Hoddle Street and Simpson Street approximately 11m East of Roman Catholic Church Property Trust, 582-594 Victoria Parade, East Melbourne, 3002",-37.81013008750712, 144.99100554178736
1075269,Outdoor Furniture,Drinking Fountain,Hoddle Street,"Albert Street and Victoria Parade approximately 44m NE of 5 Albert Street, East Melbourne, 3002",-37.81099949197208, 144.99096539168528
1075271,Outdoor Furniture,Drinking Fountain,Park Drive,"Flemington Road and Story Street approximately 4m East of 5 Park Drive, Parkville, 3052",-37.79735380762625, 144.95284368062156
1283653,Outdoor Furniture,Barbeque,J J Holland Park,"29m SE of 132B Kensington Road, Kensington, 3031",-37.797946142132304, 144.92142020526532
1283655,Outdoor Furniture,Drinking Fountain,Princes Park,Princes Park,-37.77990316842913, 144.96103894553204
1283656,Outdoor Furniture,Drinking Fountain,Princes Park,Princes Park,-37.78098685657206, 144.962456506622
1283657,Outdoor Furniture,Picnic Setting,J J Holland Park,"35m SE of Unit 5, 130 Kensington Road, Kensington, 3031",-37.79796097160485, 144.92150984976828
1283658,Outdoor Furniture,Picnic Setting,J J Holland Park,"30m SE of 134B Kensington Road, Kensington, 3031",-37.79801079445144, 144.92131515861075
1283945,Outdoor Furniture,Drinking Fountain,Shrine of Remembrance Reserve,"85m North of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, Melbourne, 3004",-37.832243003760865, 144.97302849826244
1283947,Outdoor Furniture,Drinking Fountain,Shrine of Remembrance Reserve,"59m North of Melbourne Grammar School, Wadhurst Campus, Melbourne Grammar School, 1 Domain Road, Melbourne, 3004",-37.83249800027375, 144.97285892460977
1283950,Outdoor Furniture,Drinking Fountain,Stapley Parade Reserve,Stapley Parade Reserve,-37.827087271632976, 144.98504460154422
1283951,Outdoor Furniture,Drinking Fountain,Birrarung Marr,"96m South of Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81890778973109, 144.97301938244627
1290810,Outdoor Furniture,Picnic Setting,Docklands Park,"36m SE of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81963957549899, 144.9460327530246
1290811,Outdoor Furniture,Barbeque,Docklands Park,"39m SE of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.8196434391829, 144.94607342928472
1290812,Outdoor Furniture,Picnic Setting,Docklands Park,"39m SE of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",-37.81967101529141, 144.94604244650313
1290816,Outdoor Furniture,Barbeque,Docklands Park,"55m SW of Automotive Centre Of Excellence, 2-48 Harbour Esplanade, Docklands, 3008",-37.821986729768355, 144.94727063202177
1290819,Outdoor Furniture,Barbeque,Docklands Park,"69m NE of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",-37.82086901096214, 144.9465319294234
1290820,Outdoor Furniture,Picnic Setting,Docklands Park,"73m NE of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",-37.82085484096736, 144.94657719597132
1290821,Outdoor Furniture,Barbeque,Point Park,"44m NE of 7 Point Park Crescent, Docklands, 3008",-37.823064959466265, 144.94180279898958
1290822,Outdoor Furniture,Picnic Setting,Point Park,"44m NE of 7 Point Park Crescent, Docklands, 3008",-37.82304152177804, 144.941766300386
1290824,Outdoor Furniture,Picnic Setting,Docklands Park,"56m SW of Automotive Centre Of Excellence, 2-48 Harbour Esplanade, Docklands, 3008",-37.821959061255725, 144.94722913711698
1290825,Outdoor Furniture,Picnic Setting,Docklands Park,"52m SW of Automotive Centre Of Excellence, 2-48 Harbour Esplanade, Docklands, 3008",-37.82194011908193, 144.94727465004468
1290828,Outdoor Furniture,Picnic Setting,Point Park,"45m NE of 5 Point Park Crescent, Docklands, 3008",-37.82308269843786, 144.94185354331907
1290830,Outdoor Furniture,Barbeque,Point Park,"45m NE of 5 Point Park Crescent, Docklands, 3008",-37.82310279866328, 144.9418950198315
1290831,Outdoor Furniture,Picnic Setting,Docklands Park,"72m NE of Street Kitchen Co, Shop 3-4, Ground, 800 Collins Street, Docklands, 3008",-37.82083250044332, 144.94653634950413
1290833,Outdoor Furniture,Picnic Setting,Point Park,"41m NE of 5 Point Park Crescent, Docklands, 3008",-37.823126706363844, 144.9418656128236
1313017,Outdoor Furniture,Drinking Fountain,River Esplanade,"23m North of Corniche, 96 River Esplanade, Docklands, 3008",-37.82416129460037, 144.94386411864073
1313022,Outdoor Furniture,Drinking Fountain,River Esplanade,"14m NE of 64A River Esplanade, Docklands, 3008",-37.824688315009205, 144.94695310036423
1313072,Outdoor Furniture,Drinking Fountain,Bourke Street,"Harbour Esplanade and Enterprize Way approximately 24m SW of National Australia Bank Limited, 808 Bourke Street, Docklands, 3008",-37.81949228639884, 144.94459499380662
1313077,Outdoor Furniture,Drinking Fountain,Harbour Esplanade,"La Trobe Street and Dudley Street approximately 10m NW of NBN Co Limited, The Innovation Building, 192 Harbour Esplanade, Docklands, 3008",-37.814286786699014, 144.94481901237222
1313104,Outdoor Furniture,Drinking Fountain,River Esplanade,"54m East of 82 River Esplanade, Docklands, 3008",-37.82449321904346, 144.945698116347
1075272,Outdoor Furniture,Drinking Fountain,Flinders Street,"Market Street and William Street approximately 22m North of Customs Square, 401 Flinders Street, Melbourne, 3000",-37.81956008903184, 144.96060041327848
1283948,Outdoor Furniture,Drinking Fountain,Queen Victoria Gardens,Queen Victoria Gardens,-37.82123671455052, 144.97077057669242
1075281,Outdoor Furniture,Drinking Fountain,Elizabeth Street,"Queensberry Street and Pelham Street approximately 6m West of 708 Elizabeth Street, Melbourne, 3000",-37.802013714097406, 144.95783228776227
1313399,Outdoor Furniture,Drinking Fountain,Newquay Promenade,"11m South of Go Vita, 70 Newquay Promenade, Docklands, 3008",-37.815397268275994, 144.94056198429413
1313401,Outdoor Furniture,Drinking Fountain,Victoria Harbour Promenade,"77m East of Victoria Harbour Promenade, 30 Victoria Harbour Promenade, Docklands, 3008",-37.818393312901414, 144.94467796351668
1313408,Outdoor Furniture,Drinking Fountain,Victoria Harbour Promenade,"52m South of 119-129 Harbour Esplanade, Docklands, 3008",-37.81812625933699, 144.9458429589375
1075283,Outdoor Furniture,Drinking Fountain,St Kilda Road,"Domain Road and Bromby Street approximately 55m NW of Royce Hotel/Dish, 379 St Kilda Road, Melbourne, 3004",-37.83463602099828, 144.97488441712127
1314004,Outdoor Furniture,Drinking Fountain,William Street,"Little Collins Street and Bourke Street approximately 5m NE of Priceline Pharmacy William Street, 111 William Street, Melbourne, 3000",-37.81655981940826, 144.958479412123
1075285,Outdoor Furniture,Drinking Fountain,Intersection of Victoria Street and Errol Street,"23m South of Joe Taylor, 7 Errol Street, North Melbourne, 3051",-37.805018324001324, 144.94911036775298
1360453,Outdoor Furniture,Barbeque,Southbank Promenade,"53m SW of Yarra Botanicals, Sandridge Wharf, Southbank Promenade, Southbank, 3006",-37.8207420265614, 144.9625030210556
1360454,Outdoor Furniture,Barbeque,Stock Route Reserve,"28m NE of 2 Youlden Street, Kensington, 3031",-37.78854743311894, 144.9262295451231
1360455,Outdoor Furniture,Barbeque,Royal Park,"89m SE of Womens Pavillion, Womens Pavillion, Royal Park, Old Poplar Road, Parkville, 3052",-37.782001069469686, 144.956631830226
1360456,Outdoor Furniture,Barbeque,Galada Avenue Reserve,"41m West of 30 Bunjil Way, Parkville, 3052",-37.779486423346185, 144.93986020424188
1360457,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82736307281509, 144.98143799649569
1360460,Outdoor Furniture,Barbeque,North Melbourne Community Centre,"30m North of 31 Mark Street, North Melbourne, 3051",-37.79363713198853, 144.94031809548235
1360461,Outdoor Furniture,Picnic Setting,Powlett Reserve,"48m NE of CitiPower Pty Ltd, Substation 7, 74 Grey Street, East Melbourne, 3002",-37.811432146982106, 144.98662823774126
1360462,Outdoor Furniture,Picnic Setting,Carlton Gardens North,Carlton Gardens North,-37.80240601205191, 144.97104406679603
1360463,Outdoor Furniture,Picnic Setting,Carlton Gardens North,Carlton Gardens North,-37.80232602346668, 144.97122400318622
1360464,Outdoor Furniture,Picnic Setting,Carlton Gardens North,Carlton Gardens North,-37.802452078921846, 144.9711810289987
1360468,Outdoor Furniture,Picnic Setting,Alexandra Park,Alexandra Park,-37.827917286142686, 144.9836514719435
1360470,Outdoor Furniture,Picnic Setting,Galada Avenue Reserve,"38m West of 32 Bunjil Way, Parkville, 3052",-37.77944219128613, 144.93988686551876
1360471,Outdoor Furniture,Picnic Setting,Galada Avenue Reserve,"43m West of 28 Bunjil Way, Parkville, 3052",-37.77958924044802, 144.93983918292037
1360473,Outdoor Furniture,Picnic Setting,Stock Route Reserve,"24m NE of 2 Youlden Street, Kensington, 3031",-37.78859563934997, 144.92625987913223
1360474,Outdoor Furniture,Picnic Setting,Stock Route Reserve,"17m North of 2 Youlden Street, Kensington, 3031",-37.788623475790914, 144.92611602188663
1360475,Outdoor Furniture,Picnic Setting,Stock Route Reserve,"14m North of 2 Youlden Street, Kensington, 3031",-37.78864894366752, 144.9261447205041
1360480,Outdoor Furniture,Picnic Setting,Robertson Street Reserve,"16m NE of Maidstone, 61 Barnett Street, Kensington, 3031",-37.7932432026603, 144.93228373432254
1360537,Outdoor Furniture,Drinking Fountain,Birrarung Marr,"73m SE of Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.818466012455424, 144.97388211503446
1360539,Outdoor Furniture,Drinking Fountain,Stock Route Reserve,"24m NE of 2 Youlden Street, Kensington, 3031",-37.78858107833513, 144.9262313297776
1360540,Outdoor Furniture,Drinking Fountain,Hardy Reserve,Hardy Reserve,-37.78528327065247, 144.96619195051946
1360541,Outdoor Furniture,Drinking Fountain,Argyle Square,Argyle Square,-37.80282308235531, 144.96630068198394
1360542,Outdoor Furniture,Drinking Fountain,Alexandra Park,Alexandra Park,-37.827924925554626, 144.98354503295144
1360543,Outdoor Furniture,Drinking Fountain,University Square,University Square,-37.8020146095429, 144.9605723948678
1360544,Outdoor Furniture,Drinking Fountain,Princes Park,"56m West of Ikon Park, Antenna Ikon Park, Royal Parade, Carlton North, 3054",-37.7836624497961, 144.95999863520058
1360545,Outdoor Furniture,Drinking Fountain,Fawkner Park,"96m SW of 23 Park Place, South Yarra, 3141",-37.840591031294394, 144.9842020334054
1361009,Outdoor Furniture,Drinking Fountain,Bellair Street,"Wight Street and McMeikan Street approximately 5m NE of 116 Bellair Street, Kensington, 3031",-37.79206873155685, 144.9297513827727
1361434,Outdoor Furniture,Drinking Fountain,Stock Route Reserve,"17m South of 38 Bluestone Street, Kensington, 3031",-37.789426340332234, 144.92521601291634
1361549,Outdoor Furniture,Drinking Fountain,Rankins Road,"Mulgrave Street and Smith Street approximately 23m NE of 6C Smith Street, Kensington, 3031",-37.79125129687361, 144.93147576642454
1362093,Outdoor Furniture,Drinking Fountain,Fawkner Park,Fawkner Park,-37.83822661704696, 144.9845757117782
1362238,Outdoor Furniture,Drinking Fountain,Flinders Street,"Swanston Street and Elizabeth Street approximately 4m NE of Boost Juice, Lot 920, 241 Flinders Street, Melbourne, 3000",-37.817906690815356, 144.96632571147111
1373788,Outdoor Furniture,Drinking Fountain,Lonsdale Street,"Russell Street and Swanston Street approximately 4m North of Auspacific Property Investment Pty Ltd, 193 Lonsdale Street, Melbourne, 3000",-37.811115148970096, 144.96662794395766
1373512,Outdoor Furniture,Barbeque,Fawkner Park,Fawkner Park,-37.83921823281734, 144.98072404641573
1431502,Outdoor Furniture,Barbeque,Flagstaff Gardens,"45m North of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.80955468696855, 144.95495159325935
1431515,Outdoor Furniture,Picnic Setting,Birrarung Marr,"27m West of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81823004687603, 144.97128403729124
1431516,Outdoor Furniture,Picnic Setting,Birrarung Marr,"37m West of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81817597377466, 144.97119497787563
1431519,Outdoor Furniture,Picnic Setting,Flagstaff Gardens,"54m NW of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",-37.809489054734605, 144.9548774142635
1431554,Outdoor Furniture,Drinking Fountain,Sturt Street Reserve,Sturt Street Reserve,-37.829762043290245, 144.9650239066239
1431559,Outdoor Furniture,Picnic Setting,Alexandra Park,Alexandra Park,-37.82770899776955, 144.98253995841495
1431561,Outdoor Furniture,Drinking Fountain,Alexandra Park,Alexandra Park,-37.82760195838954, 144.9819469602272
1431562,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82753298227228, 144.98190805151714
1431563,Outdoor Furniture,Picnic Setting,Alexandra Park,Alexandra Park,-37.82749795896605, 144.98178902788183
1431569,Outdoor Furniture,Barbeque,Alexandra Park,Alexandra Park,-37.82727009584159, 144.98119239501509
1431573,Outdoor Furniture,Picnic Setting,Alexandra Park,"95m North of Plant Craft Cottage, Plant Craft Cottage, Royal Botanic Gardens Victoria, Alexandra Avenue, Melbourne, 3004",-37.826357230859585, 144.97946035335076
1431574,Outdoor Furniture,Picnic Setting,Alexandra Park,"8m North of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.82464152792055, 144.9779618146799
1431575,Outdoor Furniture,Picnic Setting,Alexandra Park,"21m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.824542867612664, 144.97788418485013
1431576,Outdoor Furniture,Barbeque,Alexandra Park,"24m NW of City of Melbourne, Alexandra Park, Alexandra Avenue, Melbourne, 3004",-37.82452210063826, 144.97786611955524
